Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,DAP,L_SD,GSTD,LAID,LWAD,SWAD,GWAD,RWAD,EWAD,CWAD,G_AD,GWGD,HIAD,T_AD,WSPD,WSGD,EWSD,NSTD,KSTD,LN_D,SH_D,SLAD,CHTD,CWID,RDPD,RL1D,RL2D,RL3D,RL4D,RL5D,SNW0C,SNW1C,DTTC
11,CRDA1201,RICER048,1,1,2012-07-23,53,10,2,1,0.01,7,1,0,3,0,8,0,0,0,60,0,0,0,0,0,0,0,209,0,0,0.23,1.01,0.5,0,0,0,0,0,200
12,CRDA1201,RICER048,1,1,2012-07-24,54,11,3,1,0.02,8,1,0,3,0,9,0,0,0,60,0,0,0,0,0,0,0,204.6,0,0,0.26,1.01,0.5,0,0,0,0,0,218
13,CRDA1201,RICER048,1,1,2012-07-25,55,12,3,1,0.02,10,1,0,4,0,10,0,0,0,60,0,0,0,0,0,0,0,201.3,0,0,0.3,1,0.5,0.01,0,0,0,0,236
14,CRDA1201,RICER048,1,1,2012-07-26,56,13,3,2,0.02,11,1,0,6,0,12,0,0,0,60,0,0,0,0,0,0,0,196.5,0,0,0.33,1,0.5,0.01,0,0,0,0,253
15,CRDA1201,RICER048,1,1,2012-07-27,57,14,3,2,0.03,13,1,0,7,0,14,0,0,0,60,0,0,0,0,0,0,0,192.4,0,0,0.36,1,0.5,0.01,0,0,0,0,271
16,CRDA1201,RICER048,1,1,2012-07-28,58,15,4,2,0.03,15,1,0,8,0,17,0,0,0,60,0,0,0,0,0,0,0,189,0,0,0.39,1,0.5,0.02,0,0,0,0,289
17,CRDA1201,RICER048,1,1,2012-07-29,59,16,4,2,0.03,17,2,0,10,0,19,0,0,0,60,0,0,0,0,0,0,0,186.3,0,0,0.42,1,0.5,0.02,0.01,0,0,0,307
18,CRDA1201,RICER048,1,1,2012-07-30,60,17,4,2,0.04,20,2,0,12,0,22,0,0,0,60,0,0,0,0,0,0,0,184,0,0,0.46,1,0.5,0.03,0.01,0,0,0,325
19,CRDA1201,RICER048,1,1,2012-07-31,61,18,5,2,0.04,22,2,0,14,0,24,0,0,0,60,0,0,0,0,0,0,0,182.2,0,0,0.49,1,0.51,0.03,0.02,0,0,0,342
20,CRDA1201,RICER048,1,1,2012-08-01,62,19,5,2,0.04,24,3,0,18,0,27,0,0,0,60,0,0,0,0,0,0,0,180.9,0,0,0.52,1,0.51,0.03,0.02,0,0,0,359
21,CRDA1201,RICER048,1,1,2012-08-02,63,20,5,2,0.05,26,3,0,22,0,29,0,0,0,60,0,0,0,0,0,0,0,179.7,0,0,0.55,1,0.51,0.04,0.03,0.01,0,0,377
22,CRDA1201,RICER048,1,1,2012-08-03,64,21,5,2,0.05,28,3,0,26,0,32,0,0,0,60,0,0,0,0,0,0,0,178.7,0,0,0.58,1,0.52,0.05,0.03,0.02,0,0,395
23,CRDA1201,RICER048,1,1,2012-08-04,65,22,5,2,0.05,31,4,0,31,0,35,0,0,0,60,0,0,0,0,0,0,0,177.7,0,0,0.62,1,0.52,0.06,0.04,0.02,0,0,413
24,CRDA1201,RICER048,1,1,2012-08-05,66,23,6,2,0.06,34,7,0,32,0,41,0,0,0,120,0,0,0,0,0,0,0,186.9,0,0,0.65,1.01,0.53,0.06,0.05,0.03,0,0,430
25,CRDA1201,RICER048,1,1,2012-08-06,67,24,6,2,0.07,37,9,0,33,0,46,0,0,0,122,0,0,0,0,0,0,0,186.5,0,0,0.68,1.01,0.53,0.07,0.05,0.03,0,0,448
26,CRDA1201,RICER048,1,1,2012-08-07,68,25,6,2,0.08,42,13,0,35,0,55,0,0,0,126,0,0,0,0,0,0,0,184.3,0,0,0.71,1,0.53,0.07,0.05,0.04,0,0,466
27,CRDA1201,RICER048,1,1,2012-08-08,69,26,6,2,0.08,46,16,0,36,0,62,0,0,0,128,0,0,0,0,0,0,0,184,0,0,0.74,1,0.53,0.07,0.06,0.04,0,0,484
28,CRDA1201,RICER048,1,1,2012-08-09,70,27,7,2,0.09,51,21,0,38,0,72,0,0,0,131,0,0,0,0,0,0,0,182.2,0,0,0.77,1,0.53,0.07,0.06,0.04,0,0,502
29,CRDA1201,RICER048,1,1,2012-08-10,71,28,7,2,0.1,55,24,0,40,0,79,0,0,0,133,0,0,0,0,0,0,0,182.2,0,0,0.81,1,0.53,0.08,0.06,0.05,0,0,519
30,CRDA1201,RICER048,1,1,2012-08-11,72,29,7,2,0.11,61,29,0,42,0,89,0,0,0,135,0,0,0,0,0,0,0,180.8,0,0,0.84,1,0.53,0.08,0.07,0.05,0,0,536
31,CRDA1201,RICER048,1,1,2012-08-12,73,30,7,2,0.12,66,33,0,44,0,100,0,0,0,138,0,0,0,0,0,0,0,179.6,0,0,0.87,0.99,0.53,0.08,0.07,0.05,0,0,554
32,CRDA1201,RICER048,1,1,2012-08-13,74,31,7,2,0.13,73,39,0,46,0,112,0,0,0,141,0,0,0,0,0,0,0,178.4,0,0,0.9,0.99,0.53,0.09,0.07,0.06,0,0,571
33,CRDA1201,RICER048,1,1,2012-08-14,75,32,8,2,0.14,81,46,0,50,0,127,0,0,0,146,0,0,0,0,0,0,0,177.2,0,0,0.93,0.99,0.54,0.09,0.08,0.06,0,0,589
34,CRDA1201,RICER048,1,1,2012-08-15,76,33,8,2,0.15,87,51,0,52,0,139,0,0,0,149,0,0,0,0,0,0,0,176.5,0,0,0.96,0.99,0.54,0.1,0.08,0.06,0,0,607
35,CRDA1201,RICER048,1,1,2012-08-16,77,34,8,2,0.17,97,59,0,56,0,156,0,0,0,156,0,0,0,0,0,0,0,175.5,0,0,1,0.99,0.54,0.1,0.09,0.07,0,0,625
36,CRDA1201,RICER048,1,1,2012-08-17,78,35,8,3,0.18,103,67,0,58,0,170,0,0,0,160,0,0,0,0,0,0,0,175.4,0,0,1,0.99,0.54,0.11,0.09,0.07,0,0,642
37,CRDA1201,RICER048,1,1,2012-08-18,79,36,8,3,0.19,111,77,0,60,0,188,0,0,0,166,0,0,0,0,0,0,0,175.4,0,0,1,0.99,0.54,0.11,0.1,0.08,0,0,659
38,CRDA1201,RICER048,1,1,2012-08-19,80,37,9,3,0.2,117,94,0,64,0,211,0,0,0,176,0,0,0,0,0,0,0,175.1,0,0,1,0.99,0.55,0.11,0.1,0.08,0,0,676
39,CRDA1201,RICER048,1,1,2012-08-20,81,38,9,3,0.22,125,107,0,67,0,231,0,0,0,185,0,0,0,0,0,0,0,175.1,0,0,1,0.99,0.55,0.12,0.11,0.09,0,0,693
40,CRDA1201,RICER048,1,1,2012-08-21,82,39,9,3,0.23,132,125,0,71,0,258,0,0,0,198,0,0,0,0,0,0,0,174.9,0,0,1,0.99,0.55,0.12,0.11,0.09,0,0,711
41,CRDA1201,RICER048,1,1,2012-08-22,83,40,9,3,0.25,142,146,0,75,0,288,0,0,0,198,0,0,0,0,0,0,0,174.8,0,0,1,1,0.56,0.13,0.12,0.1,0,0,729
42,CRDA1201,RICER048,1,1,2012-08-23,84,41,9,3,0.26,151,166,0,80,0,317,0,0,0,198,0,0,0,0,0,0,0,174.6,0,0,1,1,0.56,0.14,0.12,0.11,0,0,747
43,CRDA1201,RICER048,1,1,2012-08-24,85,42,10,3,0.28,159,178,0,83,0,337,0,0,0,198,0,0,0,0,0,0,0,174.6,0,0,1,1,0.57,0.14,0.13,0.11,0,0,765
44,CRDA1201,RICER048,1,1,2012-08-25,86,43,10,3,0.29,169,199,0,87,0,368,0,0,0,198,0,0,0,0,0,0,0,174.5,0,0,1,1,0.57,0.15,0.13,0.12,0,0,783
45,CRDA1201,RICER048,1,1,2012-08-26,87,44,10,3,0.31,178,220,0,92,0,398,0,0,0,198,0,0,0,0,0,0,0,174.3,0,0,1,1,0.57,0.15,0.14,0.13,0,0,801
46,CRDA1201,RICER048,1,1,2012-08-27,88,45,10,3,0.33,187,241,0,96,0,429,0,0,0,198,0,0,0,0,0,0,0,174.2,0,0,1,1.01,0.58,0.16,0.15,0.13,0,0,819
47,CRDA1201,RICER048,1,1,2012-08-28,89,46,10,3,0.34,196,262,0,100,0,458,0,0,0,198,0,0,0,0,0,0,0,174,0,0,1,1.01,0.58,0.17,0.16,0.14,0,0,837
48,CRDA1201,RICER048,1,1,2012-08-29,90,47,11,3,0.35,204,282,0,104,0,486,0,0,0,198,0,0,0,0,0,0,0,173.8,0,0,1,1.01,0.59,0.18,0.16,0.15,0,0,853
49,CRDA1201,RICER048,1,1,2012-08-30,91,48,11,3,0.38,217,308,0,110,0,525,0,0,0,198,0,0,0,0,0,0,0,173.8,0,0,1,1.01,0.59,0.18,0.17,0.15,0,0,869
50,CRDA1201,RICER048,1,1,2012-08-31,92,49,11,3,0.4,231,337,0,116,0,568,0,0,0,198,0,0,0,0,0,0,0,173.8,0,0,1,1.02,0.6,0.19,0.18,0.16,0,0,885
51,CRDA1201,RICER048,1,1,2012-09-01,93,50,11,3,0.43,245,369,0,123,0,614,0,0,0,198,0,0,0,0,0,0,0,173.7,0,0,1,1.03,0.61,0.2,0.19,0.17,0,0,902
52,CRDA1201,RICER048,1,1,2012-09-02,94,51,11,3,0.45,259,401,0,130,0,660,0,0,0,198,0,0,0,0,0,0,0,173.6,0,0,1,1.03,0.62,0.21,0.2,0.18,0,0,919
53,CRDA1201,RICER048,1,1,2012-09-03,95,52,11,3,0.48,274,436,0,138,0,710,0,0,0,197,0,0,0,0,0,0,0,173.6,0,0,1,1.04,0.62,0.22,0.21,0.19,0,0,936
54,CRDA1201,RICER048,1,1,2012-09-04,96,53,12,3,0.5,287,468,0,144,0,755,0,0,0,197,0,0,0,0,0,0,0,173.4,0,0,1,1.05,0.63,0.23,0.22,0.21,1,0,953
55,CRDA1201,RICER048,1,1,2012-09-05,97,54,12,3,0.51,296,492,0,149,0,787,0,0,0,197,0,0,0,0,0,0,0,173.1,0,0,1,1.05,0.64,0.24,0.23,0.22,1,0,970
56,CRDA1201,RICER048,1,1,2012-09-06,98,55,12,3,0.53,309,525,0,155,0,834,0,0,0,197,0,0,0,0,0,0,0,172.8,0,0,1,1.06,0.65,0.25,0.24,0.22,1,0,987
57,CRDA1201,RICER048,1,1,2012-09-07,99,56,12,3,0.56,325,562,0,163,0,886,0,0,0,197,0,0,0,0,0,0,0,172.6,0,0,1,1.06,0.66,0.26,0.25,0.23,1,0,1004
58,CRDA1201,RICER048,1,1,2012-09-08,100,57,12,3,0.59,340,599,0,171,0,939,0,0,0,197,0,0,0,0,0,0,0,172.4,0,0,1,1.07,0.67,0.27,0.26,0.25,1,0,1021
59,CRDA1201,RICER048,1,1,2012-09-09,101,58,12,3,0.61,357,639,0,179,0,996,0,0,0,197,0,0,0,0,0,0,0,172.2,0,0,1,1.08,0.68,0.29,0.28,0.26,2,0,1038
60,CRDA1201,RICER048,1,1,2012-09-10,102,59,12,3,0.63,368,696,0,189,0,1064,0,0,0,197,0,0,0,0,0,0,0,171.8,0,0,1,1.09,0.69,0.3,0.29,0.27,2,0,1055
61,CRDA1201,RICER048,1,1,2012-09-11,103,60,13,3,0.65,379,746,0,198,0,1125,0,0,0,196,0,0,0,0,0,0,0,171.3,0,0,1,1.1,0.7,0.32,0.3,0.29,2,0,1072
62,CRDA1201,RICER048,1,1,2012-09-12,104,61,13,3,0.67,390,801,0,208,0,1190,0,0,0,196,0,0,0,0,0,0,0,170.8,0,0,1,1.11,0.71,0.33,0.32,0.3,3,0,1090
63,CRDA1201,RICER048,1,1,2012-09-13,105,62,13,3,0.68,400,850,0,216,0,1251,0,0,0,196,0,0,0,0,0,0,0,170.3,0,0,1,1.12,0.73,0.35,0.33,0.32,3,0,1107
64,CRDA1201,RICER048,1,1,2012-09-14,106,63,13,3,0.7,411,900,0,225,0,1311,0,0,0,196,0,0,0,0,0,0,0,169.7,0,0,1,1.13,0.74,0.36,0.35,0.33,4,0,1124
65,CRDA1201,RICER048,1,1,2012-09-15,107,64,13,3,0.72,423,959,0,235,0,1382,0,0,0,196,0,0,0,0,0,0,0,169.1,0,0,1,1.14,0.75,0.37,0.36,0.35,4,0,1142
66,CRDA1201,RICER048,1,1,2012-09-16,108,65,13,3,0.73,434,1014,0,244,0,1449,0,0,0,195,0,0,0,0,0,0,0,168.5,0,0,1,1.15,0.77,0.39,0.38,0.36,5,0,1159
67,CRDA1201,RICER048,1,1,2012-09-17,109,66,13,4,0.73,434,1088,0,255,0,1523,0,0,0,194,0,0,0,0,0,0,0,167.7,0,0,1,1.17,0.78,0.4,0.39,0.38,6,0,1177
68,CRDA1201,RICER048,1,1,2012-09-18,110,67,13,4,0.72,434,1148,0,263,0,1582,0,0,0,192,0,0,0,0,0,0,0,166.9,0,0,1,1.18,0.79,0.42,0.41,0.4,7,0,1195
69,CRDA1201,RICER048,1,1,2012-09-19,111,68,13,4,0.72,434,1200,0,270,0,1634,0,0,0,190,0,0,0,0,0,0,0,166.1,0,0,1,1.19,0.81,0.43,0.42,0.41,8,0,1212
70,CRDA1201,RICER048,1,1,2012-09-20,112,69,13,4,0.72,434,1271,0,279,0,1705,0,0,0,188,0,0,0,0,0,0,0,165.3,0,0,1,1.2,0.82,0.45,0.44,0.42,9,0,1229
71,CRDA1201,RICER048,1,1,2012-09-21,113,70,13,4,0.71,434,1339,0,289,0,1773,0,0,0,186,0,0,0,0,0,0,0,164.5,0,0,1,1.21,0.83,0.46,0.45,0.44,10,0,1247
72,CRDA1201,RICER048,1,1,2012-09-22,114,71,13,4,0.71,434,1411,0,298,0,1845,0,0,0,184,0,0,0,0,0,0,0,163.7,0,0,1,1.22,0.84,0.48,0.47,0.45,12,0,1265
73,CRDA1201,RICER048,1,1,2012-09-23,115,72,13,4,0.71,434,1476,0,307,0,1910,0,0,0,182,0,0,0,0,0,0,0,162.8,0,0,1,1.23,0.86,0.49,0.48,0.47,13,0,1282
74,CRDA1201,RICER048,1,1,2012-09-24,116,73,13,5,0.7,434,804,492,312,750,1987,2734,27.4,0.248,182,0,0,0,0,0,0,65.66,162,0,0,1,1.24,0.87,0.51,0.5,0.48,15,0,1300
75,CRDA1201,RICER048,1,1,2012-09-25,117,74,13,5,0.7,434,876,496,317,753,2063,2754,27.3,0.24,182,0,0,0,0,0,0,65.82,161.2,0,0,1,1.25,0.88,0.52,0.51,0.49,16,0,1317
76,CRDA1201,RICER048,1,1,2012-09-26,118,75,13,5,0.69,434,937,499,322,757,2127,2774,27.3,0.235,182,0,0,0,0,0,0,65.98,160.3,0,0,1,1.25,0.89,0.53,0.52,0.5,18,0,1334
77,CRDA1201,RICER048,1,1,2012-09-27,119,76,13,5,0.69,433,990,503,325,760,2184,2794,27.2,0.23,182,0,0,0,0,0,0,66.14,159.4,0,0,1,1.26,0.89,0.54,0.52,0.51,20,0,1352
78,CRDA1201,RICER048,1,1,2012-09-28,120,77,13,5,0.69,433,1043,522,329,779,2255,2898,26.9,0.231,182,0,0,0,0,0,0,66.96,158.5,0,0,1,1.26,0.9,0.54,0.53,0.52,21,0,1369
79,CRDA1201,RICER048,1,1,2012-09-29,121,78,13,5,0.68,433,1091,541,333,798,2322,3003,26.6,0.233,182,0,0,0,0,0,0,67.75,157.6,0,0,1,1.27,0.9,0.55,0.54,0.53,23,0,1387
80,CRDA1201,RICER048,1,1,2012-09-30,122,79,13,5,0.68,433,1144,559,338,816,2393,3104,26.3,0.233,182,0,0,0,0,0,0,68.46,156.7,0,0,1,1.27,0.91,0.56,0.55,0.53,26,0,1404
81,CRDA1201,RICER048,1,1,2012-10-01,123,80,13,5,0.67,433,1189,577,342,834,2456,3203,26,0.235,182,0,0,0,0,0,0,69.14,155.7,0,0,1,1.28,0.92,0.57,0.56,0.54,28,0,1422
82,CRDA1201,RICER048,1,1,2012-10-02,124,81,13,5,0.67,433,1241,594,346,851,2525,3300,25.8,0.235,182,0,0,0,0,0,0,69.77,154.8,0,0,1,1.28,0.92,0.57,0.56,0.55,30,0,1440
83,CRDA1201,RICER048,1,1,2012-10-03,125,82,13,5,0.67,433,1275,611,348,869,2576,3396,25.6,0.237,182,0,0,0,0,0,0,70.37,153.8,0,0,1,1.29,0.93,0.58,0.57,0.56,32,0,1458
84,CRDA1201,RICER048,1,1,2012-10-04,126,83,13,5,0.66,433,1321,628,352,886,2640,3491,25.4,0.238,182,0,0,0,0,0,0,70.94,152.7,0,0,1,1.29,0.93,0.59,0.58,0.56,35,0,1476
85,CRDA1201,RICER048,1,1,2012-10-05,127,84,13,5,0.66,433,1369,645,355,902,2704,3581,25.2,0.238,182,0,0,0,0,0,0,71.46,151.7,0,0,1,1.29,0.94,0.6,0.59,0.57,38,0,1493
86,CRDA1201,RICER048,1,1,2012-10-06,128,85,13,5,0.65,432,1405,661,357,918,2755,3670,25,0.24,182,0,0,0,0,0,0,71.96,150.6,0,0,1,1.3,0.94,0.6,0.59,0.58,40,0,1511
87,CRDA1201,RICER048,1,1,2012-10-07,129,86,13,5,0.65,432,1452,676,361,933,2818,3755,24.9,0.24,182,0,0,0,0,0,0,72.42,149.5,0,0,1,1.3,0.95,0.61,0.6,0.58,43,0,1528
88,CRDA1201,RICER048,1,1,2012-10-08,130,87,13,5,0.64,432,1486,691,363,948,2867,3839,24.7,0.241,182,0,0,0,0,0,0,72.86,148.3,0,0,1,1.3,0.95,0.62,0.61,0.59,46,0,1545
89,CRDA1201,RICER048,1,1,2012-10-09,131,88,13,5,0.64,432,1522,706,365,963,2918,3922,24.6,0.242,182,0,0,0,0,0,0,73.28,147.2,0,0,1,1.3,0.96,0.62,0.61,0.6,50,0,1562
90,CRDA1201,RICER048,1,1,2012-10-10,132,89,13,5,0.63,432,1560,720,367,978,2970,4002,24.4,0.243,182,0,0,0,0,0,0,73.68,146,0,0,1,1.3,0.96,0.63,0.62,0.6,53,0,1579
91,CRDA1201,RICER048,1,1,2012-10-11,133,90,13,5,0.62,432,1597,734,369,992,3021,4080,24.3,0.243,182,0,0,0,0,0,0,74.05,144.7,0,0,1,1.31,0.96,0.63,0.62,0.61,56,0,1596
92,CRDA1201,RICER048,1,1,2012-10-12,134,91,13,5,0.62,432,1636,749,371,1006,3073,4158,24.2,0.244,182,0,0,0,0,0,0,74.41,143.4,0,0,1,1.31,0.97,0.64,0.63,0.61,60,0,1614
93,CRDA1201,RICER048,1,1,2012-10-13,135,92,13,5,0.61,431,1671,763,373,1020,3123,4236,24.1,0.244,182,0,0,0,0,0,0,74.76,142.1,0,0,1,1.31,0.97,0.64,0.63,0.62,64,0,1632
94,CRDA1201,RICER048,1,1,2012-10-14,136,93,13,5,0.61,431,1708,776,375,1034,3173,4312,24,0.245,182,0,0,0,0,0,0,75.1,140.8,0,0,1,1.31,0.97,0.65,0.64,0.62,67,0,1650
95,CRDA1201,RICER048,1,1,2012-10-15,137,94,13,5,0.6,431,1743,789,376,1047,3221,4386,23.9,0.245,182,0,0,0,0,0,0,75.41,139.4,0,0,1,1.31,0.98,0.65,0.64,0.63,71,0,1668
96,CRDA1201,RICER048,1,1,2012-10-16,138,95,13,5,0.59,431,1764,802,376,1060,3255,4458,23.8,0.247,182,0,0,0,0,0,0,75.71,138,0,0,1,1.31,0.98,0.66,0.65,0.63,76,0,1686
97,CRDA1201,RICER048,1,1,2012-10-17,139,96,13,5,0.59,431,1791,815,377,1072,3294,4526,23.7,0.247,182,0,0,0,0,0,0,75.99,136.5,0,0,1,1.31,0.98,0.66,0.65,0.64,80,0,1703
98,CRDA1201,RICER048,1,1,2012-10-18,140,97,13,5,0.58,431,1824,827,378,1084,3339,4594,23.6,0.248,182,0,0,0,0,0,0,76.26,135,0,0,1,1.31,0.98,0.66,0.65,0.64,85,0,1720
99,CRDA1201,RICER048,1,1,2012-10-19,141,98,13,5,0.57,431,1857,839,379,1096,3383,4659,23.5,0.248,182,0,0,0,0,0,0,76.52,133.5,0,0,1,1.31,0.98,0.67,0.66,0.64,89,0,1737
100,CRDA1201,RICER048,1,1,2012-10-20,142,99,13,5,0.57,430,1888,850,380,1107,3426,4722,23.5,0.248,182,0,0,0,0,0,0,76.76,131.9,0,0,1,1.31,0.99,0.67,0.66,0.65,94,0,1754
101,CRDA1201,RICER048,1,1,2012-10-21,143,100,13,5,0.56,430,1913,861,380,1119,3462,4786,23.4,0.249,182,0,0,0,0,0,0,77,130.3,0,0,1,1.31,0.99,0.67,0.66,0.65,99,0,1771
102,CRDA1201,RICER048,1,1,2012-10-22,144,101,13,5,0.55,430,1939,873,381,1130,3500,4849,23.3,0.249,182,0,0,0,0,0,0,77.23,128.7,0,0,1,1.31,0.99,0.68,0.67,0.65,104,0,1789
103,CRDA1201,RICER048,1,1,2012-10-23,145,102,13,5,0.55,425,1951,902,381,1159,3534,5009,23.1,0.255,182,0,0,0,0,0,0,77.79,128.6,0,0,1,1.31,0.99,0.68,0.67,0.66,110,0,1806
104,CRDA1201,RICER048,1,1,2012-10-24,146,103,13,6,0.55,425,1951,902,381,1159,3534,5009,23.1,0.255,182,0,0,0,0,0,0,77.79,128.6,0,0,1,1.31,0.99,0.68,0.67,0.66,110,0,1823
105,CRDA1201,RICER048,1,1,2012-10-25,147,104,13,20,0.55,425,1951,902,381,1159,3534,5009,23.1,0.255,182,0,0,0,0,0,0,77.79,128.6,0,0,1,1.31,0.99,0.68,0.67,0.66,110,0,1823
106,CRDA1201,RICER048,1,1,2012-10-26,148,105,13,20,0.55,425,1951,902,381,1159,3534,5009,23.1,0.255,182,0,0,0,0,0,0,77.79,128.6,0,0,1,1.31,0.99,0.69,0.68,0.66,110,0,1840
